Datetime,CL,ES,GBP,GC,HG,HO,NQ,ZB
2021-12-31 04:30:00,52.88,5175.75,1.3639,2101.8,4.7405,-0.7819,18009.25,161.9375
2022-01-03 04:30:00,53.42,5198.75,1.3601,2072.6,4.703,-0.7496,18173.5,159.75
2022-01-04 04:30:00,54.64,5198.0,1.3653,2086.2,4.751,-0.6949,17939.0,159.03125
2022-01-05 04:30:00,54.62,5106.25,1.3677,2081.9,4.6725,-0.6797,17432.0,158.15625
2022-01-06 04:30:00,57.08,5108.0,1.3658,2062.2,4.635,-0.628,17471.75,158.125
2022-01-07 04:30:00,56.37,5081.75,1.372,2067.8,4.6815,-0.6213,17248.0,157.21875
2022-01-10 04:30:00,55.86,5076.75,1.37,2072.6,4.6535,-0.6174,17293.25,157.59375
2022-01-11 04:30:00,58.76,5118.5,1.3758,2092.8,4.713,-0.5421,17502.25,158.0
2022-01-12 04:30:00,60.19,5133.0,1.3823,2097.0,4.837,-0.5114,17575.25,157.75
2022-01-13 04:30:00,59.13,5066.75,1.3826,2093.4,4.792,-0.5095,17179.5,158.5625
2022-01-14 04:30:00,61.7,5078.25,1.3799,2088.6,4.7115,-0.4716,17294.5,157.0625
2022-01-18 04:30:00,63.96,4991.25,1.3719,2084.7,4.684,-0.3987,16917.25,155.65625
2022-01-19 04:30:00,63.1,4938.75,1.3732,2112.0,4.7305,-0.4435,16714.75,155.8125
2022-01-20 04:30:00,62.55,4870.5,1.3719,2111.1,4.813,-0.4659,16403.5,156.90625
2022-01-21 04:30:00,62.9,4795.75,1.3675,2107.4,4.801,-0.4246,16088.75,157.6875
2022-01-24 04:30:00,62.15,4821.75,1.361,2114.8,4.733,-0.4591,16180.5,157.3125
2022-01-25 04:30:00,63.24,4720.5,1.3627,2119.4,4.7395,-0.4416,15600.0,157.40625
2022-01-26 04:30:00,65.22,4753.0,1.3581,2090.1,4.7375,-0.3682,15828.5,156.375
2022-01-27 04:30:00,65.36,4758.25,1.3503,2067.9,4.6965,-0.2813,15791.5,157.46875
2022-01-28 04:30:00,65.36,4834.0,1.3516,2061.8,4.6085,-0.3162,16108.0,157.8125
2022-01-31 04:30:00,66.22,4906.0,1.3564,2067.2,4.608,-0.329,16545.75,157.5625
2022-02-01 04:30:00,66.43,4963.75,1.3643,2070.8,4.716,-0.2899,16794.5,157.40625
2022-02-02 04:30:00,66.09,4962.75,1.3695,2076.7,4.7615,-0.2769,16541.0,157.75
2022-02-03 04:30:00,68.24,4936.25,1.3719,2074.7,4.7605,-0.2133,16481.5,156.78125
2022-02-04 04:30:00,69.99,4899.75,1.3648,2078.3,4.7865,-0.1902,16322.75,155.5
2022-02-07 04:30:00,69.7,4897.75,1.3658,2090.7,4.7645,-0.1817,16279.5,155.40625
2022-02-08 04:30:00,67.85,4932.5,1.3668,2096.3,4.752,-0.2355,16423.5,154.65625
2022-02-09 04:30:00,68.1,4995.5,1.3654,2103.7,4.9155,-0.2094,16729.75,154.9375
2022-02-10 04:30:00,68.11,4909.25,1.3685,2096.8,4.899,-0.2193,16373.25,153.53125
2022-02-11 04:30:00,71.97,4832.25,1.3683,2130.1,4.722,-0.1051,15934.5,154.84375
2022-02-14 04:30:00,72.85,4808.75,1.3653,2142.6,4.77,-0.1033,15938.75,153.875
2022-02-15 04:30:00,70.17,4871.25,1.3665,2124.6,4.813,-0.173,16259.5,152.75
2022-02-16 04:30:00,68.69,4879.25,1.3705,2141.0,4.8165,-0.2522,16270.25,152.90625
2022-02-17 04:30:00,69.84,4789.0,1.3736,2170.2,4.7805,-0.251,15834.5,154.09375
2022-02-18 04:30:00,70.35,4758.5,1.3722,2170.3,4.7945,-0.2437,15671.5,155.03125
2022-02-22 04:30:00,71.44,4726.5,1.3711,2169.8,4.7855,-0.2401,15598.0,155.09375
2022-02-23 04:30:00,72.07,4629.25,1.3669,2180.4,4.741,-0.2042,15165.25,154.28125
2022-02-24 04:30:00,72.83,4683.5,1.3502,2174.9,4.777,-0.1423,15588.75,154.5
2022-02-25 04:30:00,71.77,4794.75,1.3532,2159.6,4.7585,-0.1775,15865.5,154.59375
2022-02-28 04:30:00,75.65,4784.5,1.3546,2180.1,4.7775,-0.0616,15895.75,157.25
2022-03-01 04:30:00,86.17,4724.5,1.3454,2217.1,4.845,0.2316,15706.25,159.03125
2022-03-02 04:30:00,91.23,4788.0,1.3533,2200.3,4.948,0.5677,15874.5,156.40625
2022-03-03 04:30:00,87.88,4779.5,1.347,2207.9,5.0555,0.4933,15736.25,157.125
2022-03-04 04:30:00,94.83,4734.5,1.3353,2244.4,5.19,0.7593,15476.5,159.21875
2022-03-07 04:30:00,100.15,4600.25,1.323,2271.3,5.0205,0.9887,14947.75,159.09375
2022-03-08 04:30:00,104.6,4566.5,1.3228,2327.8,4.9825,1.5358,14877.25,157.6875
2022-03-09 04:30:00,89.36,4694.0,1.3311,2265.2,4.8645,0.5718,15451.75,155.46875
2022-03-10 04:30:00,85.68,4671.5,1.3204,2271.3,4.909,0.3091,15250.25,155.40625
2022-03-11 04:30:00,88.92,4620.0,1.3164,2261.8,4.8815,0.4059,14979.5,155.46875
2022-03-14 03:30:00,81.87,4593.75,1.3127,2222.7,4.78,0.2408,14759.75,152.75
2022-03-15 03:30:00,75.01,4672.5,1.3165,2188.7,4.7735,0.0006,15124.5,152.46875
2022-03-16 03:30:00,75.19,4784.75,1.3272,2197.5,4.8955,0.1562,15680.0,152.0
2022-03-17 03:30:00,83.45,4806.75,1.3275,2212.5,4.9685,0.5078,15733.0,151.9375
2022-03-18 03:30:00,84.66,4887.5,1.3305,2191.0,4.9875,0.5983,16114.0,152.53125
2022-03-21 03:30:00,92.31,4881.0,1.3294,2205.2,4.974,0.8363,16073.5,150.25
2022-03-22 03:30:00,90.13,4928.25,1.3391,2191.0,4.9815,0.8236,16333.25,148.5625
2022-03-23 03:30:00,95.73,4871.5,1.3333,2213.7,5.0485,1.0909,16142.5,150.28125
2022-03-24 03:30:00,92.65,4938.75,1.3315,2227.2,4.997,1.1582,16441.75,148.96875
2022-03-25 03:30:00,93.98,4958.5,1.3309,2227.1,4.9615,1.0787,16431.25,147.5625
2022-03-28 03:30:00,84.87,4992.5,1.3223,2191.6,4.9945,0.7031,16659.75,148.21875
2022-03-29 03:30:00,86.54,5044.0,1.3222,2187.9,5.0205,0.7604,16903.0,149.21875
2022-03-30 03:30:00,88.84,5024.0,1.3263,2201.1,5.0175,0.8055,16783.75,149.75
2022-03-31 03:30:00,82.58,4963.5,1.3273,2206.0,5.001,0.7078,16596.0,150.1875
2022-04-01 03:30:00,80.8,4961.0,1.3245,2192.2,4.977,0.8182,16531.0,149.78125
2022-04-04 03:30:00,85.03,4998.5,1.3243,2200.6,5.0555,0.898,16838.25,149.375
2022-04-05 03:30:00,82.76,4948.75,1.3201,2190.3,5.0365,0.7901,16540.25,146.84375
2022-04-06 03:30:00,78.35,4893.5,1.3198,2192.1,4.9755,0.6958,16174.75,145.71875
2022-04-07 03:30:00,78.51,4917.5,1.3204,2198.4,4.9875,0.6368,16212.75,144.5
2022-04-08 03:30:00,79.28,4906.0,1.3169,2214.1,5.001,0.6585,16006.75,143.5625
2022-04-11 03:30:00,76.56,4832.5,1.3157,2221.2,4.9015,0.6273,15682.25,142.25
2022-04-12 03:30:00,82.36,4817.0,1.313,2234.0,4.963,0.8343,15632.25,142.625
2022-04-13 03:30:00,85.53,4860.75,1.3247,2245.0,4.9705,1.1069,15891.0,143.15625
2022-04-14 03:30:00,87.92,4811.5,1.3209,2240.8,4.992,1.1642,15571.0,141.25
2022-04-18 03:30:00,88.89,4822.0,1.3141,2245.7,5.0735,1.2358,15643.75,140.5
2022-04-19 03:30:00,84.27,4863.5,1.313,2215.9,4.9695,1.2056,15774.5,139.375
2022-04-20 03:30:00,84.32,4891.75,1.3199,2223.8,4.936,1.2964,15748.75,141.40625
2022-04-21 03:30:00,85.9,4808.25,1.3157,2217.1,4.955,1.2691,15394.25,140.28125
2022-04-22 03:30:00,83.62,4673.75,1.2969,2196.2,4.855,1.2993,14994.25,140.375
2022-04-25 03:30:00,80.49,4716.75,1.287,2162.8,4.7505,1.4429,15206.75,141.78125
2022-04-26 03:30:00,83.58,4563.25,1.2704,2170.1,4.662,1.739,14494.25,143.34375
2022-04-27 03:30:00,83.96,4634.0,1.2677,2150.3,4.7115,2.0384,14847.25,141.59375
2022-04-28 03:30:00,87.07,4682.75,1.2589,2158.7,4.6915,2.2823,14986.75,141.9375
2022-04-29 03:30:00,85.98,4559.5,1.2705,2160.6,4.6345,2.2572,14569.25,140.125
2022-05-02 03:30:00,86.96,4568.75,1.2622,2126.9,4.531,2.516,14730.0,139.5625
2022-05-03 03:30:00,85.4,4596.75,1.2629,2132.0,4.5495,2.389,14799.75,139.96875
2022-05-04 03:30:00,89.42,4708.75,1.2768,2146.0,4.6125,2.4644,15174.5,139.90625
2022-05-05 03:30:00,90.48,4573.5,1.2487,2140.9,4.5395,2.3325,14575.75,137.96875
2022-05-06 03:30:00,92.48,4533.25,1.247,2146.5,4.497,2.2628,14342.25,136.65625
2022-05-09 03:30:00,84.22,4412.0,1.2461,2117.4,4.448,2.0714,13884.25,137.8125
2022-05-10 03:30:00,81.3,4414.0,1.2449,2100.9,4.409,2.2042,14013.0,138.6875
2022-05-11 03:30:00,87.46,4365.5,1.2378,2115.9,4.4645,2.2145,13690.25,139.75
2022-05-12 03:30:00,88.5,4332.5,1.233,2084.4,4.337,2.191,13552.0,140.8125
2022-05-13 03:30:00,92.03,4436.5,1.2392,2074.0,4.413,2.1799,14042.75,139.4375
2022-05-16 03:30:00,95.76,4422.75,1.2456,2086.6,4.455,2.1553,13915.5,139.875
2022-05-17 03:30:00,95.53,4513.0,1.2626,2077.3,4.4795,2.074,14252.5,138.625
2022-05-18 03:30:00,91.63,4336.5,1.2474,2078.8,4.4015,1.9274,13571.25,140.5
2022-05-19 03:30:00,94.03,4320.75,1.2604,2104.0,4.5255,2.044,13577.0,141.03125
2022-05-20 03:30:00,95.11,4324.5,1.2625,2108.8,4.55,1.9988,13516.75,141.96875
2022-05-23 03:30:00,95.35,4400.5,1.2719,2115.8,4.588,2.0358,13734.75,140.59375
2022-05-24 03:30:00,95.02,4372.5,1.2666,2129.2,4.561,2.0623,13489.5,142.25
2022-05-25 03:30:00,95.5,4392.5,1.2712,2115.7,4.5185,2.1385,13572.0,142.0625
2022-05-26 03:30:00,99.02,4473.25,1.274,2112.2,4.5215,2.2409,13936.75,142.0
2022-05-27 03:30:00,99.83,4590.5,1.2766,2115.1,4.571,2.2592,14396.25,142.1875
2022-05-31 03:30:00,100.02,4554.5,1.2733,2097.8,4.5315,2.3575,14332.0,140.71875
2022-06-01 03:30:00,99.55,4519.5,1.2617,2107.3,4.5745,2.4803,14226.75,140.0625
2022-06-02 03:30:00,102.31,4600.25,1.271,2130.0,4.8065,2.6314,14575.5,139.96875
2022-06-03 03:30:00,105.02,4532.0,1.2622,2111.7,4.7285,2.6876,14228.25,139.59375
2022-06-06 03:30:00,104.16,4543.25,1.2664,2101.7,4.678,2.737,14285.5,137.75
2022-06-07 03:30:00,104.53,4573.25,1.2722,2112.5,4.6975,2.6676,14360.25,138.9375
2022-06-08 03:30:00,107.17,4538.75,1.2668,2113.4,4.6935,2.6763,14298.25,138.125
2022-06-09 03:30:00,106.16,4445.5,1.2626,2108.5,4.617,2.7694,13976.0,138.25
2022-06-10 03:30:00,105.23,4328.0,1.2441,2133.0,4.527,2.7082,13537.5,136.875
2022-06-13 03:30:00,105.85,4176.75,1.2274,2078.0,4.4485,2.6312,13009.75,133.875
2022-06-14 03:30:00,103.83,4161.75,1.214,2067.6,4.3865,2.7322,13008.5,132.59375
2022-06-15 03:30:00,100.59,4213.0,1.232,2093.9,4.41,2.8685,13271.25,134.9375
2022-06-16 03:30:00,101.63,4099.25,1.2493,2117.5,4.354,2.9165,12852.0,136.25
2022-06-17 03:30:00,95.89,4103.0,1.2364,2099.7,4.26,2.7479,12955.5,136.03125
2022-06-21 03:30:00,96.66,4188.75,1.2422,2092.7,4.274,2.7213,13229.25,135.09375
2022-06-22 03:30:00,91.31,4179.5,1.2404,2097.5,4.1785,2.7061,13192.5,137.0625
2022-06-23 03:30:00,91.04,4203.5,1.2406,2081.8,3.9885,2.6546,13335.75,138.0
2022-06-24 03:30:00,94.07,4334.0,1.2415,2085.9,3.9875,2.7122,13780.5,137.15625
2022-06-27 03:30:00,96.82,4329.25,1.241,2081.8,4.0005,2.622,13722.5,136.34375
2022-06-28 03:30:00,98.85,4247.25,1.2326,2079.2,4.0005,2.5401,13328.25,136.8125
2022-06-29 03:30:00,96.64,4242.25,1.2263,2077.0,4.0155,2.3802,13338.75,138.03125
2022-06-30 03:30:00,93.02,4200.25,1.2321,2065.8,3.9215,2.279,13159.0,139.09375
2022-07-01 03:30:00,95.47,4244.75,1.2237,2070.7,3.8565,2.3819,13258.25,140.6875
2022-07-05 03:30:00,86.56,4253.0,1.2099,2021.6,3.672,1.9911,13459.25,142.34375
2022-07-06 03:30:00,85.14,4273.25,1.2063,1995.0,3.683,1.8499,13550.25,140.6875
2022-07-07 03:30:00,89.17,4318.5,1.2165,1996.3,3.785,2.0928,13767.5,139.65625
2022-07-08 03:30:00,91.81,4324.75,1.2178,1998.7,3.7635,2.0912,13808.0,138.21875
2022-07-11 03:30:00,90.47,4281.25,1.2031,1989.7,3.6685,2.1863,13548.25,139.875
2022-07-12 03:30:00,82.65,4242.75,1.2031,1981.8,3.5025,2.0542,13428.5,140.1875
2022-07-13 03:30:00,83.41,4215.25,1.2032,1991.6,3.5605,2.1061,13380.5,140.90625
2022-07-14 03:30:00,83.48,4215.25,1.1965,1965.8,3.4695,2.0962,13455.0,140.6875
2022-07-15 03:30:00,84.58,4286.0,1.2006,1964.3,3.4885,2.1216,13667.0,141.375
2022-07-18 03:30:00,89.06,4257.5,1.2089,1964.8,3.56,2.0491,13564.0,140.0
2022-07-19 03:30:00,90.61,4364.5,1.2137,1967.5,3.537,2.06,13967.75,139.625
2022-07-20 03:30:00,90.01,4373.0,1.2118,1952.1,3.557,2.0347,14075.75,139.8125
2022-07-21 03:30:00,86.78,4410.5,1.2142,1975.3,3.5495,1.9968,14220.25,141.9375
2022-07-22 03:30:00,85.29,4382.5,1.2148,1983.1,3.566,1.9025,14076.75,143.875
2022-07-25 03:30:00,86.65,4381.5,1.2184,1976.0,3.6105,1.9282,13975.25,142.96875
2022-07-26 03:30:00,85.74,4358.5,1.2172,1973.2,3.634,2.0041,13844.0,143.0
2022-07-27 03:30:00,88.32,4439.75,1.2297,1990.2,3.7155,2.1415,14228.0,143.03125
2022-07-28 03:30:00,87.5,4524.5,1.2314,2011.9,3.7365,2.126,14572.0,144.375
2022-07-29 03:30:00,88.5,4551.75,1.2311,2021.6,3.838,2.0314,14624.75,144.8125
2022-08-01 03:30:00,84.27,4542.25,1.2393,2028.2,3.774,1.9356,14628.0,146.125
2022-08-02 03:30:00,84.05,4515.5,1.2298,2015.1,3.7165,1.8804,14568.0,143.875
2022-08-03 03:30:00,81.12,4571.75,1.228,2021.0,3.721,1.9241,14895.75,144.65625
2022-08-04 03:30:00,78.0,4571.0,1.2295,2046.8,3.7175,1.7891,14975.75,144.6875
2022-08-05 03:30:00,78.73,4561.0,1.2202,2031.3,3.7945,1.7037,14864.25,142.5625
2022-08-08 03:30:00,80.69,4569.75,1.2211,2044.4,3.8315,1.6865,14860.75,143.78125
2022-08-09 03:30:00,80.74,4548.5,1.2206,2049.4,3.8315,1.8331,14703.5,143.8125
2022-08-10 03:30:00,81.77,4630.25,1.2348,2046.9,3.88,1.9013,15028.75,143.25
2022-08-11 03:30:00,84.19,4638.0,1.2331,2044.4,3.937,1.9874,14994.5,141.0
2022-08-12 03:30:00,82.08,4700.0,1.2261,2057.8,3.923,2.0115,15227.75,142.0
2022-08-15 03:30:00,78.05,4713.75,1.2185,2034.0,3.8475,1.9204,15326.5,142.6875
2022-08-16 03:30:00,77.33,4729.5,1.2228,2029.3,3.8685,1.9814,15311.25,142.65625
2022-08-17 03:30:00,77.49,4700.0,1.2178,2015.2,3.8315,2.0997,15158.75,141.34375
2022-08-18 03:30:00,80.56,4707.5,1.206,2011.1,3.893,2.1403,15187.75,141.59375
2022-08-19 03:30:00,80.2,4647.75,1.1959,1999.2,3.9135,2.1827,14897.75,139.8125
2022-08-22 03:30:00,81.17,4565.75,1.1894,1988.3,3.8975,2.2677,14581.25,139.375
2022-08-23 03:30:00,84.35,4547.25,1.1961,2000.0,3.928,2.3333,14537.0,138.71875
2022-08-24 03:30:00,85.95,4568.75,1.1925,2003.1,3.8825,2.5393,14603.75,137.65625
2022-08-25 03:30:00,83.6,4614.5,1.1962,2010.7,3.944,2.4504,14792.5,138.90625
2022-08-26 03:30:00,83.55,4462.0,1.1868,1989.7,3.9375,2.5172,14206.75,138.875
2022-08-29 03:30:00,87.52,4455.0,1.1834,1988.3,3.846,2.4263,14153.0,137.84375
2022-08-30 03:30:00,82.85,4405.75,1.1783,1974.5,3.8035,2.3235,14008.25,137.96875
2022-08-31 03:30:00,79.43,4379.75,1.1749,1961.6,3.7575,2.1668,13953.25,136.71875
2022-09-01 03:30:00,76.95,4387.25,1.167,1947.7,3.654,2.0811,13940.0,135.4375
2022-09-02 03:30:00,77.83,4352.5,1.1632,1961.5,3.647,2.1596,13778.0,136.34375
2022-09-06 03:30:00,77.54,4327.5,1.1646,1951.8,3.7055,2.1043,13668.0,133.9375
2022-09-07 03:30:00,72.24,4397.75,1.166,1968.4,3.688,2.0874,13911.25,135.28125
2022-09-08 03:30:00,73.31,4429.25,1.1627,1958.3,3.8005,2.0654,13994.5,134.53125
2022-09-09 03:30:00,76.68,4485.5,1.1712,1966.5,3.801,2.1241,14238.25,134.75
2022-09-12 03:30:00,78.62,4537.5,1.1807,1974.3,3.862,2.138,14419.0,134.0625
2022-09-13 03:30:00,78.22,4355.75,1.1621,1951.1,3.7765,2.0803,13695.5,133.84375
2022-09-14 03:30:00,79.56,4374.25,1.1665,1945.9,3.762,1.9215,13816.75,133.84375
2022-09-15 03:30:00,75.69,4310.5,1.1596,1912.8,3.719,1.767,13551.75,133.21875
2022-09-16 03:30:00,76.03,4303.0,1.1549,1923.4,3.7875,1.7168,13539.5,132.84375
2022-09-19 03:30:00,76.03,4323.25,1.156,1923.9,3.7715,1.8429,13624.25,132.59375
2022-09-20 03:30:00,75.3,4280.25,1.1505,1912.1,3.744,1.8998,13527.75,131.6875
2022-09-21 03:30:00,74.05,4197.25,1.1395,1921.1,3.685,1.8541,13246.75,132.28125
2022-09-22 03:30:00,74.5,4174.25,1.1381,1918.3,3.709,1.9305,13145.25,129.90625
2022-09-23 03:30:00,70.43,4112.0,1.095,1890.6,3.5945,1.7823,12966.75,130.625
2022-09-26 03:30:00,67.34,4067.75,1.0792,1868.2,3.54,1.6686,12894.25,127.53125
2022-09-27 03:30:00,68.96,4065.75,1.0844,1875.4,3.5395,1.7768,12933.0,126.71875
2022-09-28 03:30:00,72.88,4130.25,1.0994,1907.4,3.6265,1.9823,13118.0,128.9375
2022-09-29 03:30:00,72.61,4059.25,1.1229,1907.7,3.673,1.9288,12812.75,128.28125
2022-09-30 03:30:00,70.74,4004.75,1.1273,1907.2,3.6345,1.8764,12637.0,127.84375
2022-10-03 03:30:00,74.34,4095.0,1.1439,1947.5,3.6625,2.0043,12887.5,130.1875
2022-10-04 03:30:00,77.37,4204.0,1.1595,1973.6,3.741,2.1679,13224.0,130.15625
2022-10-05 03:30:00,79.03,4196.25,1.1442,1963.9,3.7895,2.3477,13206.75,128.59375
2022-10-06 03:30:00,79.96,4151.5,1.1273,1959.8,3.6835,2.5241,13084.5,127.96875
2022-10-07 03:30:00,84.21,4051.25,1.1205,1940.7,3.629,2.6848,12675.0,127.28125
2022-10-10 03:30:00,81.82,4028.0,1.1171,1914.6,3.6835,2.5088,12572.25,126.03125
2022-10-11 03:30:00,79.59,4008.75,1.1084,1912.1,3.6665,2.5331,12459.25,126.09375
2022-10-12 03:30:00,78.1,3993.75,1.1215,1919.0,3.6745,2.5611,12431.75,126.90625
2022-10-13 03:30:00,80.23,4080.75,1.1447,1911.8,3.707,2.7318,12644.25,126.375
2022-10-14 03:30:00,76.55,3997.0,1.1295,1889.1,3.6515,2.6386,12325.0,125.1875
2022-10-17 03:30:00,76.67,4100.0,1.1476,1894.4,3.654,2.7428,12712.75,125.0625
2022-10-18 03:30:00,74.79,4158.5,1.1441,1896.4,3.609,2.6366,12901.5,125.03125
2022-10-19 03:30:00,76.74,4110.75,1.1338,1873.2,3.5705,2.4497,12729.75,123.5
2022-10-20 03:30:00,76.99,4077.25,1.1356,1871.4,3.6445,2.4044,12638.25,122.125
2022-10-21 03:30:00,77.11,4172.5,1.1412,1901.4,3.725,2.4757,12956.75,120.6875
2022-10-24 03:30:00,76.86,4206.0,1.1394,1893.0,3.6805,2.5896,13038.0,119.9375
2022-10-25 03:30:00,76.91,4253.75,1.1594,1896.3,3.6485,2.5981,13164.5,121.875
2022-10-26 03:30:00,80.23,4254.25,1.1746,1907.7,3.786,2.8112,13053.0,123.375
2022-10-27 03:30:00,80.57,4192.0,1.1678,1906.3,3.774,3.0024,12674.25,124.15625
2022-10-28 03:30:00,80.35,4323.5,1.1733,1887.2,3.678,3.2983,13204.25,122.78125
2022-10-31 03:30:00,78.18,4283.25,1.1579,1875.3,3.625,3.2247,13031.5,122.71875
2022-11-01 03:30:00,80.54,4262.25,1.1603,1889.9,3.7135,3.1756,12899.25,123.0
2022-11-02 03:30:00,81.32,4168.75,1.1504,1876.6,3.6815,3.228,12520.5,122.03125
2022-11-03 03:30:00,79.92,4126.0,1.1268,1871.0,3.6705,3.405,12307.25,121.65625
2022-11-04 03:30:00,84.57,4173.25,1.1498,1924.6,3.947,3.4368,12450.0,121.125
2022-11-07 04:30:00,83.84,4212.75,1.163,1917.4,3.8465,3.3199,12592.75,120.21875
2022-11-08 04:30:00,80.64,4233.25,1.1659,1954.7,3.9095,3.3241,12667.5,121.59375
2022-11-09 04:30:00,77.61,4156.75,1.1469,1948.6,3.921,3.1831,12421.5,122.03125
2022-11-10 04:30:00,78.18,4373.5,1.1829,1997.9,4.022,3.1127,13254.0,125.78125
2022-11-11 04:30:00,80.83,4400.0,1.1948,2013.1,4.182,3.1316,13415.0,125.28125
2022-11-14 04:30:00,77.18,4375.5,1.1871,2013.6,4.086,3.0827,13347.25,125.53125
2022-11-15 04:30:00,78.79,4395.25,1.1977,2021.1,4.0655,3.1693,13472.75,126.59375
2022-11-16 04:30:00,77.29,4374.5,1.2031,2015.9,4.0035,3.165,13350.25,128.21875
2022-11-17 04:30:00,74.42,4361.5,1.1978,2001.7,3.926,3.0705,13325.25,127.6875
2022-11-18 04:30:00,72.83,4372.0,1.1993,1990.9,3.884,3.0611,13289.75,127.0625
2022-11-21 04:30:00,72.82,4358.5,1.1934,1978.4,3.827,3.0315,13167.75,127.125
2022-11-22 04:30:00,73.67,4409.75,1.1998,1979.7,3.8675,3.0166,13318.0,128.40625
2022-11-23 04:30:00,70.02,4439.75,1.2163,1989.4,3.8895,2.893,13456.5,129.4375
2022-11-25 04:30:00,69.12,4434.75,1.22,1993.9,3.8635,2.817,13365.5,129.375
2022-11-28 04:30:00,69.11,4372.0,1.2069,1979.2,3.84,2.7207,13202.0,129.40625
2022-11-29 04:30:00,71.48,4362.75,1.2057,1987.4,3.886,2.858,13098.0,128.40625
2022-11-30 04:30:00,73.06,4493.5,1.2166,2006.7,4.0235,2.944,13655.75,129.9375
2022-12-01 04:30:00,73.98,4478.0,1.2364,2041.2,4.0355,2.847,13615.25,131.53125
2022-12-02 04:30:00,72.91,4467.25,1.2399,2035.2,4.0945,2.7682,13557.75,131.875
2022-12-05 04:30:00,69.94,4406.75,1.2299,2005.3,4.028,2.5946,13392.25,130.96875
2022-12-06 04:30:00,67.02,4345.5,1.2237,2007.1,4.0615,2.5052,13145.0,131.875
2022-12-07 04:30:00,64.97,4335.0,1.2314,2022.8,4.084,2.3732,13077.5,133.46875
2022-12-08 04:30:00,64.36,4364.75,1.2341,2025.1,4.12,2.4618,13216.0,132.96875
2022-12-09 04:30:00,64.16,4332.0,1.2366,2033.2,4.096,2.4035,13131.75,131.46875
2022-12-12 04:30:00,65.87,4387.25,1.2376,2016.7,4.047,2.5452,13276.5,131.40625
2022-12-13 04:30:00,67.82,4421.0,1.2469,2046.3,4.0865,2.6796,13410.5,132.875
2022-12-14 04:30:00,69.99,4405.75,1.2531,2042.6,4.101,2.8616,13346.5,133.0625
2022-12-15 04:30:00,68.94,4289.75,1.2279,2010.9,4.0165,2.8777,12919.0,133.8125
2022-12-16 04:30:00,67.21,4239.5,1.2241,2026.8,4.0095,2.7252,12788.0,132.875
2022-12-19 04:30:00,68.4,4209.25,1.2243,2020.6,4.0015,2.674,12653.0,131.46875
2022-12-20 04:30:00,68.56,4221.0,1.2279,2051.5,4.047,2.6533,12661.0,129.84375
2022-12-21 04:30:00,70.96,4281.5,1.2179,2047.7,4.057,2.7712,12823.5,130.15625
2022-12-22 04:30:00,70.78,4215.25,1.2134,2024.2,4.005,2.7346,12512.25,130.03125
2022-12-23 04:30:00,71.89,4235.75,1.2143,2029.8,4.0525,2.8572,12535.0,129.15625
2022-12-27 04:30:00,72.41,4223.5,1.2127,2045.6,4.0905,2.9783,12380.0,127.28125
2022-12-28 04:30:00,71.4,4177.75,1.211,2035.8,4.073,2.9383,12251.25,126.65625
2022-12-29 04:30:00,71.25,4236.75,1.2147,2045.7,4.0685,2.9169,12498.0,127.46875
2022-12-30 04:30:00,73.05,4235.5,1.2181,2053.9,4.0595,2.9402,12509.75,126.53125
2023-01-03 04:30:00,69.75,4210.75,1.2056,2069.3,4.0085,2.7272,12409.0,128.59375
2023-01-04 04:30:00,65.76,4238.75,1.2144,2084.5,3.982,2.6442,12451.75,129.40625
2023-01-05 04:30:00,66.47,4200.25,1.1998,2061.7,4.0665,2.6196,12305.25,129.25
2023-01-06 04:30:00,66.27,4281.25,1.2185,2094.3,4.163,2.6507,12576.75,131.09375
2023-01-09 04:30:00,67.41,4281.0,1.2274,2100.1,4.2495,2.6754,12652.75,131.40625
2023-01-10 04:30:00,67.25,4308.75,1.2238,2105.1,4.3205,2.7528,12749.25,129.96875
2023-01-11 04:30:00,70.25,4359.75,1.2236,2103.5,4.416,2.8297,12943.0,131.0
2023-01-12 04:30:00,70.8,4370.25,1.2297,2124.0,4.4125,2.8586,12989.5,132.34375
2023-01-13 04:30:00,72.61,4386.5,1.2323,2146.8,4.457,2.9057,13069.5,131.84375
2023-01-17 04:30:00,73.58,4376.5,1.2372,2135.0,4.4725,2.9104,13091.25,131.3125
2023-01-18 04:30:00,71.72,4313.25,1.243,2130.1,4.4675,2.8873,12950.0,133.90625
2023-01-19 04:30:00,73.11,4287.75,1.2476,2157.6,4.4875,3.0227,12861.5,133.5625
2023-01-20 04:30:00,73.96,4355.5,1.2489,2151.5,4.519,3.1055,13145.75,132.375
2023-01-23 04:30:00,73.89,4404.5,1.246,2155.8,4.498,3.1869,13403.5,131.8125
2023-01-24 04:30:00,72.53,4406.25,1.2425,2162.5,4.5025,3.0982,13438.25,132.8125
2023-01-25 04:30:00,72.71,4397.0,1.2482,2171.1,4.502,2.9987,13341.5,132.90625
2023-01-26 04:30:00,73.37,4435.25,1.2491,2153.5,4.5225,3.0383,13528.5,132.09375
2023-01-27 04:30:00,71.65,4451.5,1.2478,2151.4,4.4695,2.905,13689.0,132.125
2023-01-30 04:30:00,70.08,4407.25,1.243,2146.5,4.424,2.7548,13456.75,131.65625
2023-01-31 04:30:00,71.3,4453.25,1.2395,2151.3,4.462,2.8311,13587.25,131.90625
